OBJECTID,TREE_Genus,TREE_SpeciesCommonName,TREE_SpeciesLatinName,TREE_DBH,TREE_DBH_Range,TREE_Height_Range,TREE_Stems,TREE_Condition,TREE_PrimaryMaint,TREE_SecondaryMaint,TREE_FurtherInspection,TREE_ClearanceNeed,TREE_PruneType,TREE_Pest,TREE_OBS1,TREE_OBS2,TREE_OBS3,TREE_OBS4,TREE_OBS5,TREE_OBS6,TREE_OBS7,TREE_OBS8,TREE_OBS9,TREE_OBS10,TREE_OBS11,TREE_OBS12,TREE_OBS13,TREE_Notes,SITE_Building,SITE_DirectionBldg,SITE_Address,SITE_Street,SITE_Utilities,SITE_GPSX,SITE_GPSY,SITE_ID,SITE_DATE,TYPE,TREE_OBS14,TREE_OBS15,TREE_OBS16,TREE_OBS17,TREE_OBS18,TREE_OBS19,TREE_OBS20,TREE_OBS21,TREE_SpCode,TREE_ReplacementCost,TREE_StructuralValue,TREE_Stormwater,TREE_Energy,TREE_AirQuality,TREE_Carbon,TREE_Aesthetic,TREE_TotalBenefit,x,y
1274,Vitex,Chastetree,Vitex spp.,14,4,0,15,2,0,1,,5,2,,,,0,0,,0,,0,,0,0,1,1,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7045,32.4714,1246,5/5/2014 20:00,0,0,,0,1,1,1,0,,VI5,12735,5845.365,12.85000038,8.899999619,3.619999886,2.549999952,12.35000038,40.27000046,-99.7044598,32.47142371
1275,Vitex,Chastetree,Vitex spp.,8,3,0,15,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,1,1,,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7045,32.4714,1247,5/5/2014 20:00,0,0,,0,1,1,1,0,,VI5,4155,1907.145,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70450808,32.47137619
1276,Vitex,Chastetree,Vitex spp.,9,3,0,8,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,1,1,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7046,32.4713,1248,5/5/2014 20:00,0,0,,0,0,1,1,0,,VI5,5260,1609.56,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.704551,32.47131736
1277,Vitex,Chastetree,Vitex spp.,9,3,0,14,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,1,1,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7046,32.4713,1249,5/5/2014 20:00,0,0,,0,0,1,1,0,,VI5,5260,804.78,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70456441,32.47129473
1278,Vitex,Chastetree,Vitex spp.,10,3,0,14,2,0,1,,3,2,,,,0,0,,0,,0,,0,0,1,1,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7046,32.4713,1250,5/5/2014 20:00,0,0,,0,1,1,1,0,,VI5,6495,2981.205,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70460464,32.47126305
1279,Vitex,Chastetree,Vitex spp.,8,3,0,10,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,1,1,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7046,32.4712,1251,5/5/2014 20:00,0,0,,0,0,1,1,0,,VI5,4155,1271.43,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70455368,32.47118837
1280,Vitex,Chastetree,Vitex spp.,7,3,0,10,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,1,1,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7046,32.4711,1252,5/5/2014 20:00,0,0,,0,0,1,1,0,,VI5,3180,1459.62,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70458586,32.47113859
1281,Vitex,Chastetree,Vitex spp.,11,3,0,11,3,0,0,,0,0,,,,0,0,,0,,0,,0,0,1,1,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7047,32.4712,1253,5/5/2014 20:00,0,1,,0,0,1,1,1,,VI5,7860,4810.32,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70466097,32.47116574
1282,Vitex,Chastetree,Vitex spp.,9,3,0,10,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,1,1,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7047,32.4711,1254,5/5/2014 20:00,0,0,,0,0,1,1,0,,VI5,5260,2414.34,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70465828,32.47108654
1283,Vitex,Chastetree,Vitex spp.,16,4,0,10,3,2,0,,0,2,,,,0,0,,0,,1,,0,0,1,1,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7047,32.4711,1255,5/5/2014 20:00,0,1,,0,0,1,1,1,,VI5,16635,4524.72,12.85000038,8.899999619,3.619999886,2.549999952,12.35000038,40.27000046,-99.70469315,32.4710707
1284,Vitex,Chastetree,Vitex spp.,9,3,0,11,2,0,1,,3,2,,,,0,0,,0,,0,,0,0,1,1,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7047,32.471,1256,5/5/2014 20:00,0,0,,0,1,1,1,0,,VI5,5260,1609.56,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70472534,32.47096887
1285,Vitex,Chastetree,Vitex spp.,7,3,0,8,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,1,1,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7047,32.4709,1257,5/5/2014 20:00,0,0,,0,0,1,1,0,,VI5,3180,1459.62,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70472266,32.47094172
1286,Vitex,Chastetree,Vitex spp.,8,3,0,10,2,0,1,,3,2,,,,0,0,,0,,0,,0,0,1,1,,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7048,32.471,1258,5/5/2014 20:00,0,0,,0,0,1,1,1,,VI5,4155,1907.145,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70477898,32.4709553
1287,Maple,Bigtooth maple,Acer grandidentatum,3,2,0,2,2,3,0,,0,2,,,,0,0,,0,,0,,0,0,1,0,,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7049,32.4709,1259,5/5/2014 20:00,0,0,,0,0,1,0,0,,ACGR3,580,266.22,4.630000114,3.410000086,1.24000001,0.769999981,16.78000069,26.82999992,-99.70485409,32.47092362
1288,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,0,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.705,32.4708,1260,5/5/2014 20:00,0,0,,1,0,1,0,0,,LA6,580,266.22,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70498551,32.47082179
1289,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,0,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7049,32.4708,1261,5/5/2014 20:00,0,0,,0,0,1,0,0,,LA6,580,266.22,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.7049265,32.47081726
1290,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,0,0,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7049,32.4708,1262,5/5/2014 20:00,0,0,,1,0,1,0,1,,LA6,580,157.76,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70486481,32.47081274
1291,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,0,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7048,32.4708,1263,5/5/2014 20:00,0,0,,1,0,1,0,0,,LA6,580,266.22,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70478971,32.47081047
1292,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,0,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7047,32.4708,1264,5/5/2014 20:00,0,0,,0,0,1,0,0,,LA6,1035,450,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70473607,32.47080368
1293,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,1,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7046,32.4708,1265,5/5/2014 20:00,0,0,,1,0,1,0,0,,LA6,1035,316.71,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70461001,32.47079689
1294,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,0,0,1,green cambium but no leaves; remove?,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7046,32.4707,1266,5/5/2014 20:00,0,0,,1,0,1,0,0,,LA6,1035,633.42,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70460732,32.4707358
1295,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,0,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7047,32.4707,1267,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,450,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70474412,32.47073127
1296,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,1,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7048,32.4707,1268,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,316.71,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70474412,32.47073353
1297,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,0,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7049,32.4707,1269,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,475.065,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70479776,32.4707358
1298,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,0,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7049,32.4707,1270,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,633.42,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70486213,32.47072901
1299,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,0,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7049,32.4707,1271,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,580,266.22,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.7049265,32.47074032
1300,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,1,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.705,32.4707,1272,5/5/2014 20:00,0,0,,1,0,1,0,1,,LA6,1035,450,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70498283,32.47073127
1301,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,1,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.705,32.4707,1273,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,475.065,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70497747,32.47068375
1302,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,5,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,1,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.705,32.4706,1274,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1620,743.58,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70497747,32.47061813
1303,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,1,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.705,32.4706,1275,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,422.28,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.7049721,32.47056382
1304,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7049,32.4705,1276,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,475.065,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70490773,32.47046651
1305,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,0,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.705,32.4705,1277,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,475.065,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.7049721,32.47046651
1306,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,0,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.705,32.4704,1278,5/5/2014 20:00,0,0,,1,0,1,0,1,,LA6,1035,475.065,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70496406,32.47041673
1307,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,1,0,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7049,32.4704,1279,5/5/2014 20:00,0,0,,1,0,1,0,1,,LA6,580,266.22,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70491578,32.47042126
1308,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7049,32.4704,1280,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,475.065,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70486213,32.47042352
1309,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,0,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7046,32.4704,1281,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,633.42,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70460732,32.47036468
1310,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,0,0,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7047,32.4704,1282,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,422.28,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.7046717,32.47037826
1311,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,1,0,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7047,32.4704,1283,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,633.42,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70474143,32.47038052
1312,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,1,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7048,32.4704,1284,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,475.065,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70479776,32.47038279
1313,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7049,32.4704,1285,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,316.71,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70485409,32.47038052
1314,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,1,0,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7049,32.4704,1286,5/5/2014 20:00,0,0,,1,0,1,0,1,,LA6,1035,475.065,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70491846,32.470376
1315,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,1,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.705,32.4704,1287,5/5/2014 20:00,0,0,,1,0,1,0,1,,LA6,1035,450,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.7049721,32.47037373
1316,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,1,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7052,32.4703,1288,5/5/2014 20:00,0,0,,1,0,1,0,1,,LA6,1035,316.71,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70515718,32.47030358
1317,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,3,0,0,,0,0,,,,1,0,,1,,0,,0,0,1,1,improperly planted,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7051,32.4703,1289,5/5/2014 20:00,0,0,,1,0,1,0,1,,LA6,1035,450,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70508744,32.4702968
1318,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,1,0,,0,,0,,0,0,0,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.705,32.4703,1290,5/5/2014 20:00,0,0,,1,0,1,0,1,,LA6,1035,316.71,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70504184,32.47029906
1319,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,2,0,0,,0,0,,,,0,0,,0,,0,,0,0,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.705,32.4703,1291,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,475.065,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70496406,32.47029906
1320,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,0,1,3,0,0,,0,0,,,,0,0,,0,,0,,0,0,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7049,32.4703,1292,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,580,266.22,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70490237,32.47030132
1321,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,1,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7049,32.4703,1293,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,580,450,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.7048514,32.4702968
1322,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,4,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,1,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7048,32.4703,1294,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,1035,450,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70478435,32.4702968
1323,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,0,0,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7047,32.4703,1295,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,580,266.22,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70471997,32.47030811
1324,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,0,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7047,32.4703,1296,5/5/2014 20:00,0,0,,0,1,1,0,1,,LA6,580,450,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70465292,32.47030132
1325,Crapemyrtle,Common crapemyrtle,Lagerstroemia spp,3,2,0,1,3,0,0,,0,0,,,,0,0,,0,,1,,0,0,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7046,32.4703,1297,5/5/2014 20:00,0,0,,0,0,1,0,1,,LA6,580,354.96,1.529999971,1.409999967,0.50999999,0.200000003,3.109999895,6.769999981,-99.70460464,32.47030585
1326,Crapemyrtle,Shumard red oak,Quercus shumardii,5,2,1,1,3,3,0,,0,3,gloomy and lecanium scale,1,,1,0,1,0,,0,,0,1,0,0,,Hunter Welcome Center,2,2311,Acu Dr,0,-99.7047,32.4701,1298,5/5/2014 20:00,0,1,,0,0,1,0,1,,QUSH,1620,743.58,2.390000105,1.720000029,0.300000012,0.50999999,15.07999992,20.01000023,-99.70474143,32.47010219
1327,Maple,Bigtooth maple,Acer grandidentatum,3,2,0,4,2,3,0,,0,2,,0,,0,0,0,0,,0,,0,1,1,1,,Hunter Welcome Center,2,2311,Acu Dr,0,-99.7046,32.47,1299,5/5/2014 20:00,0,0,,0,1,1,0,0,,ACGR3,580,266.22,4.630000114,3.410000086,1.24000001,0.769999981,16.78000069,26.82999992,-99.70461001,32.4700162
1328,Maple,Bigtooth maple,Acer grandidentatum,3,2,0,2,2,3,0,,0,2,,0,,0,0,0,0,,0,,0,0,1,1,,Hunter Welcome Center,2,2311,Acu Dr,0,-99.7046,32.4701,1300,5/5/2014 20:00,0,0,,0,0,1,0,0,,ACGR3,580,266.22,4.630000114,3.410000086,1.24000001,0.769999981,16.78000069,26.82999992,-99.70455368,32.47007277
1329,Maple,Bigtooth maple,Acer grandidentatum,2,1,0,2,2,3,0,,0,2,,0,,0,0,0,0,,0,,0,0,1,1,,Hunter Welcome Center,2,2311,Acu Dr,0,-99.7044,32.47,1301,5/5/2014 20:00,0,0,,0,0,1,0,0,,ACGR3,255,450,0.75,0.579999983,0.200000003,0.059999999,6.010000229,7.599999905,-99.70435251,32.46998451
1330,Maple,Bigtooth maple,Acer grandidentatum,3,2,0,6,2,3,0,,0,2,,0,,0,0,0,0,,0,,0,0,1,1,,Hunter Welcome Center,2,2311,Acu Dr,0,-99.7043,32.4701,1302,5/5/2014 20:00,0,0,,0,0,1,0,0,,ACGR3,580,450,4.630000114,3.410000086,1.24000001,0.769999981,16.78000069,26.82999992,-99.70428814,32.47007729
1331,Maple,Bigtooth maple,Acer grandidentatum,3,2,0,5,2,3,0,,0,2,,0,,0,0,0,0,,0,,0,0,1,1,,Hunter Welcome Center,2,2311,Acu Dr,0,-99.7043,32.4702,1303,5/5/2014 20:00,0,0,,0,0,1,0,0,,ACGR3,580,450,4.630000114,3.410000086,1.24000001,0.769999981,16.78000069,26.82999992,-99.7043096,32.47015876
1332,Maple,Bigtooth maple,Acer grandidentatum,4,2,0,5,2,3,0,,0,2,,0,,0,0,0,0,,0,,0,0,1,1,,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7045,32.4708,1304,5/5/2014 20:00,0,0,,0,0,1,0,0,,ACGR3,1035,450,4.630000114,3.410000086,1.24000001,0.769999981,16.78000069,26.82999992,-99.70451076,32.47084668
1333,Vitex,Chastetree,Vitex spp.,12,4,0,12,3,2,0,,0,2,,0,,0,0,0,0,,1,,0,0,1,1,epicormic sprouts,Hunter Welcome Center,3,2311,Acu Dr,0,-99.7046,32.4709,1305,5/5/2014 20:00,0,0,,0,1,1,1,0,,VI5,9355,5725.26,12.85000038,8.899999619,3.619999886,2.549999952,12.35000038,40.27000046,-99.70460732,32.47091004
1334,Baldcypress,Baldcypress,Taxodium distichum,4,2,0,1,2,3,0,,0,2,,0,,0,0,0,0,,0,,0,1,1,0,,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7045,32.4712,1306,5/5/2014 20:00,0,0,,1,0,1,0,0,,TADI,1035,450,2.390000105,1.720000029,0.300000012,0.50999999,15.07999992,20.01000023,-99.70446248,32.47120421
1335,Baldcypress,Baldcypress,Taxodium distichum,4,2,0,1,1,0,0,,0,0,,0,,1,0,0,0,,0,,0,0,0,0,,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7044,32.4713,1307,5/5/2014 20:00,0,0,,0,0,0,0,0,,TADI,1035,475.065,2.390000105,1.720000029,0.300000012,0.50999999,15.07999992,20.01000023,-99.70443566,32.471254
1336,Vitex,Chastetree,Vitex spp.,8,3,0,9,2,0,0,,0,0,,0,,0,0,0,0,,0,,0,0,1,1,,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7044,32.4713,1308,5/5/2014 20:00,0,0,,0,1,1,1,0,,VI5,4155,450,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.70442225,32.47133772
1337,Vitex,Chastetree,Vitex spp.,9,3,0,14,2,0,0,,0,0,,0,,0,0,0,0,,0,,0,0,1,1,epicormic sprouts,Hunter Welcome Center,1,2311,Acu Dr,0,-99.7044,32.4714,1309,5/5/2014 20:00,0,0,,0,1,1,1,0,,VI5,5260,450,5.909999847,4.340000153,1.730000019,1.269999981,7.699999809,20.95000076,-99.7043847,32.47139882
1338,,Shumard red oak,Quercus shumardii,5,2,0,1,2,3,0,,0,0,,0,,0,1,0,0,,0,,0,1,1,1,,University Park Apartments,3,2311,Acu Dr,0,-99.7042,32.472,1310,5/5/2014 20:00,0,0,,0,1,1,1,0,,QUSH,1620,450,2.390000105,1.720000029,0.300000012,0.50999999,15.07999992,20.01000023,-99.70422645,32.47198717
1339,Oak,Live oak,Quercus virginiana,4,2,0,1,2,3,0,,0,0,,0,,0,0,0,0,,0,,0,1,1,0,,University Park Apartments,3,2311,Acu Dr,0,-99.7043,32.4722,1311,5/5/2014 20:00,0,0,,0,0,0,0,0,,QUVI,1035,450,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70433105,32.47219535
1340,Oak,Live oak,Quercus virginiana,5,2,0,1,1,3,0,,0,2,,0,,1,0,0,0,,0,,0,0,0,1,,University Park Apartments,3,2311,Acu Dr,0,-99.7045,32.4723,1312,5/5/2014 20:00,0,0,,0,0,1,0,0,,QUVI,1620,450,2.220000029,1.590000033,0.349999994,0.519999981,13.27000046,17.95000076,-99.70451613,32.47234017
